family,panel,baseline_family,n_paired_seeds,mse_diff_mean,mse_diff_std,mse_paired_p,skill_vs_prior_diff_mean,skill_vs_prior_diff_std,skill_vs_prior_paired_p,dynamic_skill_diff_mean,dynamic_skill_diff_std,dynamic_skill_paired_p,within_cancer_skill_diff_mean,within_cancer_skill_diff_std,within_cancer_skill_paired_p
wd0,double_ood,baseline_linear,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
wd0,in_distribution,baseline_linear,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
wd0,locus_ood,baseline_linear,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
wd0,sample_ood,baseline_linear,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
wd1e-2,double_ood,baseline_linear,3,-1.687156152219843e-06,1.1088086760666964e-06,0.11884738951639692,6.162334978458232e-05,4.04992180477167e-05,0.11884738951599462,1.710755124118002e-06,5.435910581233442e-06,0.640347562491093,-1.24721136388987e-06,1.1217264484621432e-05,0.8650698864943269
wd1e-2,in_distribution,baseline_linear,3,1.1315746914312974e-06,4.118282040570724e-07,0.041427143129202454,-3.7079062384814954e-05,1.3790079083417815e-05,0.04314387543346164,-1.7404390729280905e-05,9.564862379806246e-06,0.08764158373303066,-6.758679277833283e-06,1.548412901472075e-05,0.5285492910988653
wd1e-2,locus_ood,baseline_linear,3,-1.756292809869849e-06,1.0825502316446971e-06,0.10674609455929429,6.412942892079314e-05,3.952833362599626e-05,0.10674609455936464,5.66495181186788e-06,5.3959840241005785e-06,0.21062947452784203,-1.3288028182234513e-06,1.6000942375785282e-05,0.898812746510852
wd1e-2,sample_ood,baseline_linear,3,7.147581358423379e-07,1.2194679716232678e-07,0.009563921257210516,-2.369633855151913e-05,3.7280368349570677e-06,0.00814971073165403,-2.1077433968138177e-05,1.7189950331752065e-05,0.167656619828809,-1.947186919185976e-06,1.4432360730394664e-05,0.8369704481691265
wd1e-3,double_ood,baseline_linear,3,-3.4654818001009224e-07,5.929239708251642e-07,0.4179303116132643,1.2657666384844704e-05,2.1656537956861638e-05,0.4179303116126264,-4.396880250519726e-06,8.6768261199737e-06,0.4726767021401378,3.1184161260651894e-07,5.818787538873055e-06,0.934504163105356
wd1e-3,in_distribution,baseline_linear,3,1.8802438714211425e-07,2.953473602286164e-07,0.38511602436988857,-6.1407526153652485e-06,9.644825397785754e-06,0.38507539396817503,-3.3719192883048996e-06,4.479461054504764e-06,0.3221760954872295,3.7556319850325554e-07,2.906629998480692e-06,0.8436967640327002
wd1e-3,locus_ood,baseline_linear,3,-4.140100775841075e-07,6.261674251067305e-07,0.3706823552184163,1.5117200101129788e-05,2.2863932002270926e-05,0.3706823552180267,-2.4662430375318087e-06,8.255772218763159e-06,0.6564070275857911,7.628911781557927e-07,4.462672280841287e-06,0.7950739422563478
wd1e-3,sample_ood,baseline_linear,3,1.1413141637791242e-07,8.544340981847165e-08,0.14677563461231413,-3.7669459847696394e-06,2.764797930951981e-06,0.14223399174516546,-4.2013860399962395e-06,1.3316449108584403e-06,0.03189321505844315,8.102943892529524e-07,1.7828586344536035e-06,0.5136356172733036
wd1e-5,double_ood,baseline_linear,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
wd1e-5,in_distribution,baseline_linear,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
wd1e-5,locus_ood,baseline_linear,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
wd1e-5,sample_ood,baseline_linear,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
